DEPARTAMENTO,PROVINCIA,UBIGEO,SEXO,TIPO_CONTRATO,MATERIAL_PISOS,MATERIAL_TECHOS,MATERIAL_PAREDES,NINOS_ASISTEN_COLEGIO,SITUACION_EDUCATIVA_ESPERADA,SIN_SEGURO,ESTRSOCIAL,POBREZA,ANIO,MES,GASTO_ALIMENTOS_HOGAR,GASTO_ELECTRODOMESTICOS,INGRESO_JUNTOS,INGRESO_PENSION65,HORAS_SEMANA_OCUP_PRINCIPAL,INGRESO_TOTAL,NUM_HABITACIONES,EDAD,SERVICIOS_BASICOS,RECIBIO
LIMA,LIMA,150135,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,4,0.0,22.3750049669819,0.0,0.0,40.0,600.0,5,53,Sí,No
LIMA,LIMA,150135,1,Sin contrato,Piso precario o sin acondicionar,Materiales precarios o no adecuados,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2015,1,0.0,188.115567147966,0.0,0.0,36.0,800.0,3,55,Sí,No
LIMA,LIMA,150135,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,1,0.0,0.0,0.0,0.0,50.0,1600.0,4,44,Sí,No
LIMA,LIMA,150136,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Debería estar en superior,No,C,No Pobre,2015,6,0.0,5.70511057665148,0.0,0.0,66.0,1000.0,1,23,Sí,No
LIMA,LIMA,150136,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2015,6,0.0,124.276493364117,0.0,0.0,40.0,822.0,4,55,Sí,No
LIMA,LIMA,150136,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,9,0.0,92.8274825547219,0.0,0.0,60.0,2400.0,2,39,Sí,No
LIMA,LIMA,150136,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,9,0.0,12.3242965421099,0.0,0.0,48.0,950.0,2,31,Sí,No
LIMA,LIMA,150136,0,Locación / SNP,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,9,0.0,145.748537070405,0.0,0.0,46.0,825.0,2,45,Sí,No
LIMA,LIMA,150137,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Debería estar en superior,No,C,No Pobre,2015,5,0.0,9.44730060038296,0.0,0.0,60.0,1800.0,1,24,Sí,No
LIMA,LIMA,150140,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,A,No Pobre,2015,8,0.0,245.986435405911,0.0,0.0,44.0,4500.0,6,53,Sí,No
LIMA,LIMA,150140,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,A,No Pobre,2015,8,0.0,230.481258782767,0.0,0.0,48.0,3500.0,6,50,Sí,No
LIMA,LIMA,150140,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,A,No Pobre,2015,9,0.0,0.0,0.0,0.0,55.0,8000.0,5,55,Sí,No
LIMA,LIMA,150140,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2015,12,0.0,147.363562820169,0.0,0.0,48.0,750.0,4,33,Sí,No
LIMA,LIMA,150140,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,12,0.0,97.6936191260847,0.0,0.0,48.0,720.0,3,67,Sí,No
LIMA,LIMA,150140,0,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,12,0.0,94.2897139319336,0.0,0.0,54.0,1200.0,4,39,Sí,No
LIMA,LIMA,150140,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,12,0.0,75.9054190414676,0.0,0.0,48.0,1000.0,3,59,Sí,No
LIMA,LIMA,150141,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,1,0.0,12.9999492464301,0.0,0.0,60.0,1000.0,1,27,Sí,No
LIMA,LIMA,150142,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,Pobre No Extremo,2015,3,528.757627889618,6.51135784976957,0.0,0.0,30.0,400.0,3,29,Sí,No
LIMA,LIMA,150142,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,3,0.0,179.46896571449,0.0,0.0,40.0,900.0,4,69,Sí,No
LIMA,LIMA,150142,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,12,0.0,231.070363975412,0.0,0.0,63.0,11000.0,7,63,Sí,No
LIMA,LIMA,150142,1,CAS,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,No asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,12,0.0,256.720614824116,0.0,0.0,56.0,1700.0,4,38,Sí,No
LIMA,LIMA,150142,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,7,0.0,0.0,0.0,0.0,30.0,1100.0,7,52,Sí,No
LIMA,LIMA,150142,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,7,0.0,101.449499116191,0.0,0.0,66.0,2000.0,3,52,Sí,No
LIMA,LIMA,150143,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,11,0.0,152.347711573357,0.0,0.0,49.0,800.0,4,60,Sí,No
LIMA,LIMA,150143,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,11,0.0,0.0,0.0,0.0,54.0,720.0,5,56,Sí,No
LIMA,LIMA,150143,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,7,0.0,235.559194179041,0.0,0.0,45.0,3600.0,3,61,Sí,No
LIMA,LIMA,150143,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,7,0.0,61.6070744167033,0.0,0.0,73.0,800.0,3,70,Sí,No
LIMA,BARRANCA,150204,1,CAS,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,4,0.0,122.157078593702,0.0,0.0,32.0,750.0,4,49,Sí,No
LIMA,BARRANCA,150201,1,Indefinido,Piso de cemento,Materiales tradicionales o semi-informales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,7,0.0,166.629993896256,0.0,0.0,48.0,1080.0,3,48,Sí,No
LIMA,HUARAL,150601,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,11,0.0,183.846001009923,0.0,0.0,40.0,1500.0,2,27,Sí,No
LIMA,HUARAL,150601,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,11,0.0,58.3822380374273,0.0,0.0,45.0,1200.0,4,51,Sí,No
LIMA,CAÑETE,150501,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,3,0.0,209.911704544025,0.0,0.0,48.0,1695.0,4,36,Sí,No
LIMA,CAÑETE,150507,1,Sin contrato,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,7,0.0,67.4332344729018,0.0,0.0,72.0,720.0,3,67,Sí,No
LIMA,CAÑETE,150507,0,Sin contrato,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,Sí,D,No Pobre,2015,7,0.0,3.06600751175383,0.0,0.0,48.0,360.0,2,51,Sí,No
LIMA,CAÑETE,150507,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,7,0.0,108.620069398213,0.0,0.0,24.0,444.0,6,55,Sí,No
LIMA,HUAURA,150811,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,1,0.0,89.0172770455223,0.0,0.0,56.0,2000.0,3,34,Sí,No
LIMA,HUAURA,150811,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,1,0.0,194.137248019353,0.0,0.0,48.0,1600.0,3,57,Sí,No
LIMA,HUAURA,150811,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,1,0.0,162.715490430537,0.0,0.0,48.0,3900.0,6,53,Sí,No
LIMA,HUAURA,150811,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,252.21648927641,0.0,0.0,35.0,1300.0,3,60,Sí,No
LIMA,HUAURA,150811,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2015,11,0.0,76.8257592777815,0.0,0.0,24.0,720.0,2,54,Sí,No
LIMA,CAÑETE,150509,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,10,0.0,61.2173307454531,0.0,0.0,48.0,1380.0,3,63,No,No
LIMA,CAÑETE,150509,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,10,0.0,0.0,0.0,0.0,45.0,800.0,2,52,Sí,No
LIMA,CAÑETE,150509,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,10,0.0,58.6711916587667,0.0,0.0,54.0,1400.0,3,47,Sí,No
LIMA,CAÑETE,150509,1,Sin contrato,Piso de cemento,Materiales tradicionales o semi-informales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,10,618.687135195938,101.568954131257,0.0,0.0,35.0,136.0,3,75,Sí,No
LIMA,HUAURA,150812,1,Sin contrato,Piso de cemento,Materiales tradicionales o semi-informales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,2,0.0,66.4132916886414,0.0,0.0,40.0,480.0,3,43,Sí,No
LIMA,OYON,150901,1,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,4.0241348591769,0.0,0.0,70.0,1500.0,4,38,Sí,No
LIMA,OYON,150901,1,Locación / SNP,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,0.0,0.0,0.0,48.0,900.0,3,64,Sí,No
LIMA,OYON,150901,0,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,38.2149145817896,0.0,0.0,30.0,1130.0,1,61,Sí,No
LIMA,OYON,150901,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,0.0,0.0,0.0,42.0,100.0,2,46,Sí,No
LIMA,OYON,150901,1,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,40.4150909124823,0.0,0.0,48.0,1600.0,4,57,Sí,No
LIMA,OYON,150901,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,32.4998731160752,0.0,0.0,60.0,1300.0,1,55,Sí,No
LIMA,OYON,150901,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,95.6618921393134,0.0,0.0,56.0,960.0,2,36,Sí,No
LIMA,OYON,150901,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,24.763906825704,0.0,0.0,48.0,1500.0,3,53,Sí,No
LIMA,OYON,150901,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,220.152074890197,0.0,0.0,63.0,1800.0,3,40,Sí,No
LORETO,MAYNAS,160101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,6,0.0,0.0,0.0,0.0,46.0,1008.0,1,58,Sí,No
LORETO,MAYNAS,160101,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,6,0.0,30.017013459651,0.0,0.0,40.0,1250.0,5,64,Sí,No
LORETO,MAYNAS,160101,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,1,0.0,35.462794783605,0.0,0.0,40.0,1200.0,4,49,Sí,No
LORETO,MAYNAS,160101,0,Sin contrato,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,3,0.0,73.2957698724189,0.0,0.0,59.0,906.0,6,58,Sí,No
LORETO,MAYNAS,160113,0,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,23.6964053344374,0.0,0.0,25.0,1385.0,3,56,Sí,No
LORETO,MAYNAS,160113,1,Indefinido,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,274.116298356013,0.0,0.0,40.0,4300.0,4,57,Sí,No
LORETO,ALTO AMAZONAS,160201,1,Indefinido,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,8,0.0,31.6739378595097,0.0,0.0,55.0,1500.0,2,29,Sí,No
LORETO,ALTO AMAZONAS,160201,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Debería estar en superior,No,E,No Pobre,2015,10,0.0,93.6069398314846,0.0,0.0,30.0,900.0,2,23,Sí,No
LORETO,ALTO AMAZONAS,160201,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,4.52629074880536,0.0,0.0,35.0,1398.0,3,52,Sí,No
LORETO,ALTO AMAZONAS,160201,1,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,17.8661937321127,0.0,0.0,30.0,1300.0,3,49,Sí,No
LORETO,REQUENA,160501,0,Plazo fijo,Piso precario o sin acondicionar,Materiales precarios o no adecuados,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2015,9,0.0,111.609988310177,1203.0,0.0,30.0,900.0,6,53,Sí,Sí
LORETO,REQUENA,160501,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,9,0.0,23.9356659731618,0.0,0.0,25.0,950.0,4,48,Sí,No
LORETO,LORETO,160301,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,91.3370165355834,0.0,0.0,42.0,850.0,3,29,Sí,No
LORETO,MARISCAL RAMON CASTILLA,160402,0,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,5.48321626619365,0.0,0.0,30.0,1379.0,4,53,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,No asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,12,0.0,96.733432204446,0.0,0.0,54.0,550.0,4,46,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Debería estar en superior,No,E,No Pobre,2015,2,0.0,332.089332055383,0.0,0.0,70.0,700.0,2,25,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,2,0.0,257.13581916222,0.0,0.0,40.0,1400.0,3,62,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,6,0.0,79.5765266738258,0.0,0.0,48.0,1440.0,3,36,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,120.780716481257,0.0,0.0,70.0,2800.0,7,56,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,0.0,0.0,0.0,56.0,1200.0,4,75,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,CAS,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Inscrito actualmente,No,E,No Pobre,2015,5,0.0,122.856321939574,0.0,0.0,33.0,3100.0,2,28,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,0,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Debería estar en superior,No,E,No Pobre,2015,5,0.0,5.7839616811964,0.0,0.0,78.0,500.0,1,25,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Indefinido,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,253.249182115298,0.0,0.0,56.0,3000.0,3,30,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Locación / SNP,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Inscrito actualmente,No,E,No Pobre,2015,10,0.0,284.092076085288,0.0,0.0,40.0,3500.0,6,37,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,10,0.0,0.0,0.0,0.0,0.0,600.0,2,58,Sí,No
MADRE DE DIOS,MANU,170204,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Debería estar en superior,No,E,No Pobre,2015,3,0.0,0.0,0.0,0.0,72.0,1540.0,1,23,Sí,No
MADRE DE DIOS,TAMBOPATA,170103,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,3,0.0,84.9921194248143,0.0,0.0,63.0,320.0,4,41,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,6,0.0,180.909959924099,0.0,0.0,48.0,1100.0,4,36,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Locación / SNP,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,6,0.0,91.8441805651387,0.0,0.0,36.0,1667.0,3,33,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,6,0.0,73.4295121016285,0.0,0.0,28.0,1500.0,2,36,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,6,0.0,127.09342760286,0.0,0.0,56.0,800.0,2,49,Sí,No
MADRE DE DIOS,TAMBOPATA,170103,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2015,10,0.0,85.6514599255709,0.0,0.0,38.0,800.0,3,50,Sí,No
MADRE DE DIOS,TAHUAMANU,170303,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,Pobre Extremo,2015,1,0.0,108.534242424466,0.0,0.0,48.0,400.0,2,36,No,No
MOQUEGUA,MARISCAL NIETO,180101,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,7,0.0,91.4353048748034,0.0,0.0,36.0,2299.0,3,57,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,7,0.0,0.0,0.0,0.0,40.0,1264.0,6,53,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,7,0.0,102.319313322389,0.0,0.0,26.0,1200.0,3,39,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,3,0.0,184.991701677601,0.0,0.0,40.0,3300.0,6,36,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,3,0.0,124.829907203686,0.0,0.0,0.0,1900.0,5,52,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2015,3,0.0,266.425806071859,0.0,0.0,48.0,2224.0,5,49,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,7,0.0,80.1278091907554,0.0,0.0,56.0,5400.0,5,42,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Inscrito actualmente,No,E,No Pobre,2015,7,0.0,107.64831593437,0.0,0.0,48.0,2429.0,5,34,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,99.0357761254892,0.0,0.0,45.0,1035.0,5,54,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2015,11,0.0,93.8910482930029,0.0,0.0,40.0,1360.0,4,50,Sí,No
